track_name,artist_name,album_name,track_id,preview_url,popularity,release_date,song_url,genres,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Dil Ne Ye Kaha Hai Dil Se,JalRaj,Dil Ne Ye Kaha Hai Dil Se,7MHgAJDyuTxmTKigrJzCdZ,https://p.scdn.co/mp3-preview/f782b67806fde3475512815cf7e478dd5f38cb93?cid=20390ab532e3448ea3f81b92357edf65,49,2022-09-26,https://open.spotify.com/track/7MHgAJDyuTxmTKigrJzCdZ,[],0.125,0.674,207926,0.665,0,8,0.114,-8.766,0,0.0394,77.988,4,0.677
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Udit Narayan,My Best Collection - Udit Narayan,6jyIymhrFptrIXBjSyQ2HX,https://p.scdn.co/mp3-preview/b8000a8222cb86b27ed6b6513a80786397f40c38?cid=20390ab532e3448ea3f81b92357edf65,52,2016-07-01,https://open.spotify.com/track/6jyIymhrFptrIXBjSyQ2HX,"['chutney', 'filmi']",0.332,0.628,426632,0.665,1.94e-06,7,0.238,-9.988,0,0.0428,80.709,4,0.731
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",Udit Narayan,My Best Collection - Udit Narayan,6jyIymhrFptrIXBjSyQ2HX,https://p.scdn.co/mp3-preview/b8000a8222cb86b27ed6b6513a80786397f40c38?cid=20390ab532e3448ea3f81b92357edf65,52,2016-07-01,https://open.spotify.com/track/6jyIymhrFptrIXBjSyQ2HX,"['chutney', 'filmi']",0.332,0.628,426632,0.665,1.94e-06,7,0.238,-9.988,0,0.0428,80.709,4,0.731
Dil Samander,K Kay,Garam Masala (Original Motion Picture Soundtrack),7Gwuh1mKBa3SWD7w3giVP5,https://p.scdn.co/mp3-preview/8d66e378961cbcea5568ff411c15f4a3dae73711?cid=20390ab532e3448ea3f81b92357edf65,37,2005-09-15,https://open.spotify.com/track/7Gwuh1mKBa3SWD7w3giVP5,[],0.0987,0.731,316707,0.933,1.58e-05,5,0.26,-7.685,0,0.0906,96.998,4,0.887
Dil Se Nikal Kar Dil Ko Gayee Hain,Anuradha Paudwal,Nigahen,0xf7B0FHnnzbDwLyPevh4Q,https://p.scdn.co/mp3-preview/e0ba66ca99ebb8987c6ea5ed25cc3e786c93964f?cid=20390ab532e3448ea3f81b92357edf65,22,1989-06-20,https://open.spotify.com/track/0xf7B0FHnnzbDwLyPevh4Q,"['bhajan', 'filmi', 'ghazal', 'hare krishna']",0.565,0.241,362356,0.658,0,3,0.155,-8.276,1,0.0534,81.041,4,0.702
Dil Se Re,A.R. Rahman,Dil Se (Original Motion Picture Soundtrack),30yySOIXHZYx94sLAySy2j,https://p.scdn.co/mp3-preview/8ea6ff658b0e66aa6245e333927c0e4cfa769f76?cid=20390ab532e3448ea3f81b92357edf65,58,1998-07-08,https://open.spotify.com/track/30yySOIXHZYx94sLAySy2j,['filmi'],0.00882,0.844,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,4,0.436
"Dil Se Re (From ""Dil Se"")",A.R. Rahman,Shahrukh Khan - King Khan Hits,2tHZNXQS6DlKHm9n6jqOD3,https://p.scdn.co/mp3-preview/8ea6ff658b0e66aa6245e333927c0e4cfa769f76?cid=20390ab532e3448ea3f81b92357edf65,38,2016-05-03,https://open.spotify.com/track/2tHZNXQS6DlKHm9n6jqOD3,['filmi'],0.00882,0.844,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,4,0.436
Dil Tadap Tadap Ke Kah Raha,Mukesh,Madhumati (Original Motion Picture Soundtrack),3BhrEWJmIt4lgE5CHKc5cN,https://p.scdn.co/mp3-preview/2d526a497c7945b660b8465b03fa5b9d8d21b22b?cid=20390ab532e3448ea3f81b92357edf65,39,1958-03-14,https://open.spotify.com/track/3BhrEWJmIt4lgE5CHKc5cN,"['classic bollywood', 'filmi']",0.894,0.606,207293,0.381,0.000718,8,0.185,-12.723,1,0.0634,151.316,3,0.932
Dil Tera Diwana Hai Sanam,Lata Mangeshkar,Dil Tera Deewana (Original Motion Picture Soundtrack),1vO6nDNSZEZTWmMmijDVbd,https://p.scdn.co/mp3-preview/5aa7e07dfb58a34554860387def66a3dd1463696?cid=20390ab532e3448ea3f81b92357edf65,19,1962-12-01,https://open.spotify.com/track/1vO6nDNSZEZTWmMmijDVbd,"['classic bollywood', 'filmi', 'lata']",0.908,0.38,358427,0.801,0.0832,2,0.377,-6.699,0,0.0727,120.298,4,0.68
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,Love in Simla (Original Motion Picture Soundtrack),62EpXB8jGqiGojZRlLEI6E,https://p.scdn.co/mp3-preview/a927da49e34f66230c28db293e964085233b2ed4?cid=20390ab532e3448ea3f81b92357edf65,3,1960-01-01,https://open.spotify.com/track/62EpXB8jGqiGojZRlLEI6E,"['classic bollywood', 'filmi']",0.982,0.682,210133,0.582,4.55e-05,6,0.223,-10.742,1,0.0557,139.062,4,0.966
Dil To Bachcha Hai,Rahat Fateh Ali Khan,Ishqiya,3EFGRGsshk0NWidcXfhKvw,https://p.scdn.co/mp3-preview/84b80024e9fbd913aa9b92d682f92b0006013b74?cid=20390ab532e3448ea3f81b92357edf65,61,2009-12-31,https://open.spotify.com/track/3EFGRGsshk0NWidcXfhKvw,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.478,0.386,333984,0.412,2e-05,6,0.0746,-7.358,0,0.0406,75.266,5,0.469
Dil To Dete Nahin - Kaalia / Soundtrack Version,Asha Bhosle,RD Burman Masti Songs,5SBBZ6sdpq32ds7OYGksgH,https://p.scdn.co/mp3-preview/d3caf795c73d750f1e7622811aca91d32e01ae37?cid=20390ab532e3448ea3f81b92357edf65,3,2023-05-22,https://open.spotify.com/track/5SBBZ6sdpq32ds7OYGksgH,"['chutney', 'classic bollywood', 'filmi']",0.8,0.624,317053,0.529,2.32e-05,1,0.138,-7.183,1,0.347,137.109,4,0.848
Dil To Pagal Hai,Uttam Singh,Dil To Pagal Hai,5itw0WzsobhLXyxUuAj8OQ,https://p.scdn.co/mp3-preview/fc18608a1fd904688cae9fb73913cc944732cdba?cid=20390ab532e3448ea3f81b92357edf65,65,1997-08-27,https://open.spotify.com/track/5itw0WzsobhLXyxUuAj8OQ,"['classic bollywood', 'filmi', 'modern bollywood']",0.306,0.752,336118,0.67,0.000528,6,0.729,-10.641,0,0.0465,110.696,4,0.748
Dil Tu Hi Bataa,Alisha Chinai,Krrish 3,5X1xYBfQgr2ZFnKKxVqUwP,https://p.scdn.co/mp3-preview/380c7ffee6f10a77b1aa9de1486c6ae3e11a1a1a?cid=20390ab532e3448ea3f81b92357edf65,51,2013-09-19,https://open.spotify.com/track/5X1xYBfQgr2ZFnKKxVqUwP,"['filmi', 'modern bollywood']",0.0043,0.669,400300,0.819,0.0301,11,0.0621,-4.355,0,0.0325,106.011,4,0.296
Dil Vich Lagya,Sonu Nigam,Chup Chup Ke,4SnKSDjZKOx1wM4C2wfZqW,https://p.scdn.co/mp3-preview/ef566af5128dab849468b6e7b132ebd3079bdd27?cid=20390ab532e3448ea3f81b92357edf65,42,2006-05-18,https://open.spotify.com/track/4SnKSDjZKOx1wM4C2wfZqW,"['filmi', 'modern bollywood']",0.314,0.65,325347,0.96,1.35e-05,6,0.0537,-3.997,1,0.0875,102.042,4,0.71
Dil Yeh Dancer Ho Gaya,Atif Aslam,Actor In Law (Original Motion Picture Soundtrack),1VQuHlCZBYDgk6ki41fzyS,https://p.scdn.co/mp3-preview/760746e6746d6b3be8d4cff0dc058a3e4589036e?cid=20390ab532e3448ea3f81b92357edf65,27,2016-08-01,https://open.spotify.com/track/1VQuHlCZBYDgk6ki41fzyS,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.763,0.565,224536,0.356,0,2,0.103,-8.24,1,0.0467,149.83,3,0.573
Dil Ye Ladaku,Monali Thakur,Saala Khadoos,4lLGOSUgPaIpwTC2an6pcO,https://p.scdn.co/mp3-preview/1b93d6ecd3d6006885954bbd997bedc980181bd0?cid=20390ab532e3448ea3f81b92357edf65,20,2016-01-02,https://open.spotify.com/track/4lLGOSUgPaIpwTC2an6pcO,"['filmi', 'modern bollywood']",0.78,0.653,202223,0.263,0,9,0.0944,-9.248,0,0.119,139.764,3,0.431
"Dilbar Mere - From ""Satte Pe Satta""",Kishore Kumar,Evergreen Bollywood,16HooNJCFqobtFN5weiGJ6,https://p.scdn.co/mp3-preview/90fd05dbfc8658af81740ad56f2a99ae15e42ba6?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-22,https://open.spotify.com/track/16HooNJCFqobtFN5weiGJ6,"['classic bollywood', 'filmi']",0.668,0.389,288480,0.615,0,5,0.15,-6.877,0,0.0428,180.632,3,0.845
"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",4tjLYTXFqZhkUDga4bQ0yl,https://p.scdn.co/mp3-preview/29430f0d74a799c729957b5d5e4fcff6ff8ad5f7?cid=20390ab532e3448ea3f81b92357edf65,71,2018-07-04,https://open.spotify.com/track/4tjLYTXFqZhkUDga4bQ0yl,"['desi pop', 'filmi', 'modern bollywood']",0.155,0.725,184433,0.912,7.68e-05,9,0.107,-3.665,0,0.0851,104.054,4,0.674
"Dilbar Mere - From ""Satte Pe Satta""",Kishore Kumar,Evergreen Bollywood,16HooNJCFqobtFN5weiGJ6,https://p.scdn.co/mp3-preview/90fd05dbfc8658af81740ad56f2a99ae15e42ba6?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-22,https://open.spotify.com/track/16HooNJCFqobtFN5weiGJ6,"['classic bollywood', 'filmi']",0.668,0.389,288480,0.615,0,5,0.15,-6.877,0,0.0428,180.632,3,0.845
"Dilbar Mere - From ""Satte Pe Satta""",Kishore Kumar,Satte Pe Satta,7vtl49gWCvqep228IJVHRl,https://p.scdn.co/mp3-preview/34b8b55793b9f14ccc6bf93af8ec3627376e6fa5?cid=20390ab532e3448ea3f81b92357edf65,48,1981-01-01,https://open.spotify.com/track/7vtl49gWCvqep228IJVHRl,"['classic bollywood', 'filmi']",0.761,0.383,287027,0.585,0,5,0.114,-7.696,0,0.0445,180.735,3,0.8
"Dilbar Mere - From ""Satte Pe Satta""",Kishore Kumar,Evergreen Bollywood,16HooNJCFqobtFN5weiGJ6,https://p.scdn.co/mp3-preview/90fd05dbfc8658af81740ad56f2a99ae15e42ba6?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-22,https://open.spotify.com/track/16HooNJCFqobtFN5weiGJ6,"['classic bollywood', 'filmi']",0.668,0.389,288480,0.615,0,5,0.15,-6.877,0,0.0428,180.632,3,0.845
Dilko Tumse Pyar Hua,Roop Kumar Rathod,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),2uOsJHJbOha30RSDxs8JRS,https://p.scdn.co/mp3-preview/3b3cf7d843e429626ccf7627e1eea7db11a07dc0?cid=20390ab532e3448ea3f81b92357edf65,39,2001-10-19,https://open.spotify.com/track/2uOsJHJbOha30RSDxs8JRS,"['filmi', 'modern bollywood', 'sufi']",0.629,0.664,331468,0.384,0,9,0.146,-16.858,0,0.0751,149.945,4,0.688
Dillagi Main Jo Beet Jaye,Sonu Nigam,Aashiq Banaya Aapne,7gA8vO4KhJ8iJpns5qTUYS,https://p.scdn.co/mp3-preview/95b2dba2f2acdcb2428a4dc686b78eaa29acb7ab?cid=20390ab532e3448ea3f81b92357edf65,34,2005-07-29,https://open.spotify.com/track/7gA8vO4KhJ8iJpns5qTUYS,"['filmi', 'modern bollywood']",0.0438,0.848,253600,0.95,0,11,0.171,-4.649,0,0.153,136.054,4,0.865
Dilliwali Girlfriend,DJ Kushy,Dilliwali Girlfriend,0CsHDHqVlbZRwwtLOy783c,https://p.scdn.co/mp3-preview/6fdea030f7118e9cdeeff5174a379a7cf9f90848?cid=20390ab532e3448ea3f81b92357edf65,37,2018-01-26,https://open.spotify.com/track/0CsHDHqVlbZRwwtLOy783c,[],0.0643,0.728,197143,0.71,0,11,0.07,-5.733,0,0.0549,139.952,4,0.839
Dilliwaali Girlfriend,Pritam,Yeh Jawaani Hai Deewani,3W1XPf7mvuQcWQB7U7MbTM,https://p.scdn.co/mp3-preview/1e73756ff282f6e1824a370626ca65cb31d2b015?cid=20390ab532e3448ea3f81b92357edf65,66,2013-03-30,https://open.spotify.com/track/3W1XPf7mvuQcWQB7U7MbTM,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.0811,0.687,260552,0.941,2.93e-06,6,0.0697,-5.23,0,0.0583,138.048,4,0.909
Dilnashin Dilnashin,KK,Aashiq Banaya Aapne,6C5CjR1BTqfO5gc0YNcCrP,https://p.scdn.co/mp3-preview/edaf42aad6573e7042d9f647c2f36fb6c9875291?cid=20390ab532e3448ea3f81b92357edf65,56,2005-07-29,https://open.spotify.com/track/6C5CjR1BTqfO5gc0YNcCrP,"['desi pop', 'filmi', 'modern bollywood']",0.00942,0.735,392267,0.938,7.91e-05,1,0.057,-7.142,1,0.0571,110.999,4,0.792
Dilrubaon Ke Jalwe,Amit Kumar,Dulha Mil Gaya,5bac1brxyN7EyxWFGa4oS0,https://p.scdn.co/mp3-preview/04a626499f141c8840ce9f375a3d65670956f20a?cid=20390ab532e3448ea3f81b92357edf65,21,2009-12-14,https://open.spotify.com/track/5bac1brxyN7EyxWFGa4oS0,"['classic bollywood', 'filmi']",0.601,0.422,360780,0.917,0,2,0.156,-4.75,1,0.346,194.086,4,0.786
"Din Dhal Gaya Hai Abto Jane (From ""Dil Tera Deewana"")",Udit Narayan,Musical Delight,2udYaJ62wqHxgfguUOKH2K,https://p.scdn.co/mp3-preview/89a27fad074e8b3f04cfc0607fa7ea3f1c86913b?cid=20390ab532e3448ea3f81b92357edf65,31,2016-07-01,https://open.spotify.com/track/2udYaJ62wqHxgfguUOKH2K,"['chutney', 'filmi']",0.0907,0.701,411027,0.842,0.000302,5,0.148,-10.947,1,0.177,130.727,4,0.461
Din Sara Guzara Tore Angana,Lata Mangeshkar,Junglee (Original Motion Picture Soundtrack),4sOzxU5nEvQBiFqlXi1cz5,https://p.scdn.co/mp3-preview/acf539cfed786fb5db5161fc544718673838c7d9?cid=20390ab532e3448ea3f81b92357edf65,7,1961-12-01,https://open.spotify.com/track/4sOzxU5nEvQBiFqlXi1cz5,"['classic bollywood', 'filmi', 'lata']",0.653,0.408,308889,0.787,0,8,0.184,-7.286,1,0.134,151.563,4,0.902
Ding Dang,The Les Claypool Frog Brigade,Purple Onion,6YhaMkJLmK7CFhQFokUlMQ,https://p.scdn.co/mp3-preview/5fdff7906817472791113820a7c98f922180a7dc?cid=20390ab532e3448ea3f81b92357edf65,28,2002-09-24,https://open.spotify.com/track/6YhaMkJLmK7CFhQFokUlMQ,['funk metal'],0.0464,0.606,348200,0.877,0.006,9,0.255,-6.527,1,0.0854,94.523,4,0.773
Disco Disco,Benny Dayal,A Gentleman,0bqmYMFgErHrS38mMkYZ6y,https://p.scdn.co/mp3-preview/dcd1a8428345afbe1f5fb959f190e596b773c33e?cid=20390ab532e3448ea3f81b92357edf65,52,2017-08-17,https://open.spotify.com/track/0bqmYMFgErHrS38mMkYZ6y,"['desi pop', 'filmi', 'modern bollywood']",0.417,0.82,167007,0.782,0,4,0.0831,-4.289,0,0.0591,116.978,4,0.853
Diwani Tum Jawanon Ki,Mohammed Aziz,Dayavan,7FV2Qjht0gZbWN6ohJ0fA1,https://p.scdn.co/mp3-preview/b42c7861fb65ee764a585e86d680406820eba0d2?cid=20390ab532e3448ea3f81b92357edf65,19,1988-03-07,https://open.spotify.com/track/7FV2Qjht0gZbWN6ohJ0fA1,"['classic bollywood', 'filmi']",0.388,0.299,371560,0.852,5.58e-06,2,0.176,-11.411,1,0.105,91.384,3,0.723
Diye Jalte Hai Phool Khilte Hai,Kishore Kumar,Namak Haraam (Original Motion Picture Soundtrack),5fv0N8XYLtN035s0GuNn56,https://p.scdn.co/mp3-preview/d03d884d217eff66b05c9d1562b7aa5c438e25eb?cid=20390ab532e3448ea3f81b92357edf65,28,1973-12-01,https://open.spotify.com/track/5fv0N8XYLtN035s0GuNn56,"['classic bollywood', 'filmi']",0.949,0.296,210267,0.467,0,3,0.324,-9.214,1,0.0407,186.098,3,0.514
Do Anjaane Ajnabi,Udit Narayan,Vivah (Original Motion Picture Soundtrack),66cYwZ8uCn71S9ng2aunfx,https://p.scdn.co/mp3-preview/536b1f2cc890439b82d08f7bb07e0caaaa03b158?cid=20390ab532e3448ea3f81b92357edf65,50,2006-01-01,https://open.spotify.com/track/66cYwZ8uCn71S9ng2aunfx,"['chutney', 'filmi']",0.488,0.644,302446,0.743,3.57e-06,7,0.104,-5.654,1,0.0283,99.988,4,0.787
Do Dil Mil Rahe Hai,Kumar Sanu,Pardes (Original Motion Picture Soundtrack),7qzsNpJvOR8attSueN3zqq,https://p.scdn.co/mp3-preview/f68dabc2c4421abb75dbc31dca68a2ffde6a915a?cid=20390ab532e3448ea3f81b92357edf65,62,1997-08-08,https://open.spotify.com/track/7qzsNpJvOR8attSueN3zqq,"['filmi', 'modern bollywood']",0.126,0.6,400227,0.505,1.01e-06,10,0.0841,-14.205,1,0.0385,93.905,4,0.418
Gurus of Peace,A.R. Rahman,Vande Mataram,6dlAJujcKdtFO2xz1yM8j0,https://p.scdn.co/mp3-preview/fdf0d3aeb052e5ce95cdb33f01ce9f439c10f02e?cid=20390ab532e3448ea3f81b92357edf65,30,1997-09-26,https://open.spotify.com/track/6dlAJujcKdtFO2xz1yM8j0,['filmi'],0.0464,0.712,335973,0.472,0.000343,9,0.244,-16.491,1,0.0391,109.056,4,0.751
Do Ghoont,Shruti Rane,Do Ghoont - Single,0aHffnQWIuMizA15sUqwAN,https://p.scdn.co/mp3-preview/183504d342f2941c2568d0bcd2b0f1c2f5ada55b?cid=20390ab532e3448ea3f81b92357edf65,32,2021-09-03,https://open.spotify.com/track/0aHffnQWIuMizA15sUqwAN,[],0.485,0.812,189999,0.848,3.2e-06,1,0.286,-5.517,0,0.196,134.986,4,0.72
Do Hanson Ka Joda,Lata Mangeshkar,Gunga Jumna (Original Motion Picture Soundtrack),63fasF8DpfiE0VnmiDQLvk,https://p.scdn.co/mp3-preview/76919a171b5f898c35ce3b34cffac41dd64795b2?cid=20390ab532e3448ea3f81b92357edf65,7,1961-12-01,https://open.spotify.com/track/63fasF8DpfiE0VnmiDQLvk,"['classic bollywood', 'filmi', 'lata']",0.969,0.517,193933,0.394,0.00028,5,0.122,-11.212,0,0.044,142.514,3,0.74
Do Lafzon Ki Hai Dil Ki Kahani (Lofi),Asha Bhosle,Dreamy Lofi Vibes,6s0SLVRIpzvk2myb4lgBkz,https://p.scdn.co/mp3-preview/9a60380f1b1ffae34d9ec40955d0db9f18d7ff60?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-20,https://open.spotify.com/track/6s0SLVRIpzvk2myb4lgBkz,"['chutney', 'classic bollywood', 'filmi']",0.54,0.238,264149,0.748,0.644,9,0.357,-4.766,1,0.0626,149.862,4,0.049
Do Me A Favour (Lets Play Holi),Anu Malik,Waqt- The Race Against Time,37V4h43Fdfd6Gsp98mD5yh,https://p.scdn.co/mp3-preview/8f9f0a4ac29b50b0787624777f0cbc7680c26984?cid=20390ab532e3448ea3f81b92357edf65,34,2005-02-22,https://open.spotify.com/track/37V4h43Fdfd6Gsp98mD5yh,"['filmi', 'modern bollywood']",0.0936,0.491,389440,0.937,0,7,0.0343,-8.342,1,0.0766,96.116,4,0.568
Do Pal,Madan Mohan,Veer - Zaara,7fyIuR4aaWb6iltlAoSkxF,https://p.scdn.co/mp3-preview/b873d01fcae79775643aa5966eb928424218147d?cid=20390ab532e3448ea3f81b92357edf65,63,2004-09-18,https://open.spotify.com/track/7fyIuR4aaWb6iltlAoSkxF,"['classic bollywood', 'filmi', 'indian instrumental', 'modern bollywood']",0.635,0.247,265927,0.556,0.000436,11,0.146,-7.514,1,0.0376,168.823,4,0.371
Do Peg Maar,Neha Kakkar,One Night Stand,27NB8t6mZxEveb5aRUzIc0,https://p.scdn.co/mp3-preview/faee0e4538ffc33e972c4e79b951aaf24852d4a0?cid=20390ab532e3448ea3f81b92357edf65,41,2016-04-06,https://open.spotify.com/track/27NB8t6mZxEveb5aRUzIc0,"['desi pop', 'filmi', 'modern bollywood']",0.235,0.771,238922,0.935,0.00178,9,0.609,-6.27,0,0.131,134.994,4,0.68
Dola Re Dola - Devdas / Soundtrack Version,Kavita Krishnamurthy,Old Bollywood Songs,2hS87pevNYtZa6mhsbcx5m,https://p.scdn.co/mp3-preview/6de24d79223dc5096c9d8cca3ad808ff48b964dc?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-24,https://open.spotify.com/track/2hS87pevNYtZa6mhsbcx5m,['filmi'],0.195,0.65,395867,0.929,0,7,0.327,-4.446,1,0.155,130.872,4,0.537
"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,"Don't Be Shy Again (From ""Bala"")",2TbCdbFzs2xO2nzasn0Qvw,https://p.scdn.co/mp3-preview/e6bcb6c61087baf2c45d9074b38cebed8176222d?cid=20390ab532e3448ea3f81b92357edf65,57,2019-10-18,https://open.spotify.com/track/2TbCdbFzs2xO2nzasn0Qvw,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",0.0979,0.798,164160,0.905,4.22e-06,5,0.307,-3.731,0,0.0581,105.005,4,0.905
Dooba Dooba,Silk Route,Boondein,61IEe4ujPKOU7OIyubydfz,https://p.scdn.co/mp3-preview/37ce1fcf41e4b39735190c2f467e6e3aa8ef8f0a?cid=20390ab532e3448ea3f81b92357edf65,56,1998-05-06,https://open.spotify.com/track/61IEe4ujPKOU7OIyubydfz,"['filmi', 'modern bollywood']",0.529,0.716,303020,0.562,0.000133,5,0.0928,-8.741,1,0.0315,105.004,4,0.533
Dooba Re Dooba,Alka Yagnik,Ishq Vishk (Original Motion Picture Soundtrack),653fmo6YtcjmvSb2aIlX45,https://p.scdn.co/mp3-preview/14a899c72a56b9d39b690110085a8d2f3e5d2fba?cid=20390ab532e3448ea3f81b92357edf65,27,2003-05-09,https://open.spotify.com/track/653fmo6YtcjmvSb2aIlX45,"['filmi', 'hare krishna', 'modern bollywood']",0.11,0.865,249000,0.873,0,0,0.295,-6.264,1,0.0954,99.915,4,0.852
"Doobey (From ""Gehraiyaan"")",OAFF,"Doobey (From ""Gehraiyaan"")",7MBqVOzb8C3f0FXr2LBLiq,https://p.scdn.co/mp3-preview/3a0e7cd1924a0d34e2bcfa5a46cacbda4f872c29?cid=20390ab532e3448ea3f81b92357edf65,70,2022-01-24,https://open.spotify.com/track/7MBqVOzb8C3f0FXr2LBLiq,['indian indie'],0.342,0.751,219687,0.669,1.31e-05,3,0.0822,-6.532,0,0.0359,119.014,4,0.359
Door Na Ja,Pritam,Jannat (Original Motion Picture Soundtrack),1bXjyI1O0HAOMvFLYFqWAM,https://p.scdn.co/mp3-preview/31c423f45348d5340e7a63fc17c78a18bfbc787e?cid=20390ab532e3448ea3f81b92357edf65,41,2008-03-07,https://open.spotify.com/track/1bXjyI1O0HAOMvFLYFqWAM,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.0317,0.364,351000,0.603,0.00143,2,0.112,-5.548,0,0.0322,149.898,4,0.0841
dooriyan,Zaeden,Genesis 1:1,1HGtTmgl1sEycuS9lJviWQ,https://p.scdn.co/mp3-preview/c590489c8d3c5a5153c19c2114fc5fa7c3c08cef?cid=20390ab532e3448ea3f81b92357edf65,61,2021-07-02,https://open.spotify.com/track/1HGtTmgl1sEycuS9lJviWQ,"['hindi indie', 'indian edm']",0.731,0.735,161625,0.593,0.178,11,0.135,-7.473,1,0.0885,160.07,4,0.475
Doorie,Atif Aslam,Doorie,4g6OnALPfPGS0JYDTvNEiE,https://p.scdn.co/mp3-preview/3b832b584cf69b336fa02af67a1c11aae06d2e12?cid=20390ab532e3448ea3f81b92357edf65,52,2006-12-22,https://open.spotify.com/track/4g6OnALPfPGS0JYDTvNEiE,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.297,0.483,290999,0.962,0,9,0.101,-2.602,1,0.173,119.989,4,0.311
dooriyan,Zaeden,Genesis 1:1,1HGtTmgl1sEycuS9lJviWQ,https://p.scdn.co/mp3-preview/c590489c8d3c5a5153c19c2114fc5fa7c3c08cef?cid=20390ab532e3448ea3f81b92357edf65,61,2021-07-02,https://open.spotify.com/track/1HGtTmgl1sEycuS9lJviWQ,"['hindi indie', 'indian edm']",0.731,0.735,161625,0.593,0.178,11,0.135,-7.473,1,0.0885,160.07,4,0.475
Dooriyan Hain Zaroori,Monica Dogra,Break Ke Baad,0VgggdMuIsDLjOlEFS6WQU,https://p.scdn.co/mp3-preview/83f3fb69b1fee537343af433347210a3fdfd22f3?cid=20390ab532e3448ea3f81b92357edf65,45,2010-10-18,https://open.spotify.com/track/0VgggdMuIsDLjOlEFS6WQU,[],0.0346,0.642,249242,0.862,2.7e-06,4,0.537,-5.289,1,0.0644,125.053,4,0.566
Doritos & Fritos,100 gecs,"10,000 gecs",1jPPKYq1s1HhIjAiqrnRR8,https://p.scdn.co/mp3-preview/18e0226497fb301c0f107d2dd1e4f2b2aa96337f?cid=20390ab532e3448ea3f81b92357edf65,61,2023-03-17,https://open.spotify.com/track/1jPPKYq1s1HhIjAiqrnRR8,"['hyperpop', 'proto-hyperpop', 'scenecore']",0.0206,0.645,196896,0.979,1.27e-06,4,0.0789,-3.441,0,0.119,171.9,4,0.919
Drama Queen (That Girl) - Original Version,Lindsay Lohan,Confessions Of A Teenage Drama Queen,7ijMo6K6uLdgJqGdj9H7nG,https://p.scdn.co/mp3-preview/f0999e970a79cf8a684b7239cf9dc12e0ba6b26f?cid=20390ab532e3448ea3f81b92357edf65,46,2004-01-01,https://open.spotify.com/track/7ijMo6K6uLdgJqGdj9H7nG,"['dance pop', 'post-teen pop']",0.00103,0.654,209093,0.828,0.00839,2,0.0938,-5.22,1,0.0463,129.989,4,0.898
"Dream Girl (From ""Dream Girl"") - Remix",Kishore Kumar,"Dream Girl (From ""Dream Girl"") [Remix]",5nM6d70tsP0kTUNmNEiWPy,https://p.scdn.co/mp3-preview/547dcd47845da04148d75f3fdbbe41d0ab33f628?cid=20390ab532e3448ea3f81b92357edf65,0,2023-06-01,https://open.spotify.com/track/5nM6d70tsP0kTUNmNEiWPy,"['classic bollywood', 'filmi']",0.0077,0.798,162600,0.756,0.000483,0,0.0451,-5.682,1,0.0432,122.025,4,0.757
Dreamum Wakeupum,Sowmya Raoh,Aiyyaa,0FOniWOTfxWVJHncU9Dvst,https://p.scdn.co/mp3-preview/409d3b277b931d1e6b938c9686cdfe3913576a6f?cid=20390ab532e3448ea3f81b92357edf65,54,2012-09-21,https://open.spotify.com/track/0FOniWOTfxWVJHncU9Dvst,['filmi'],0.54,0.778,210923,0.618,0.137,9,0.103,-6.549,0,0.223,75.052,4,0.591
Duality,Slipknot,Vol. 3: The Subliminal Verses,61mWefnWQOLf90gepjOCb3,https://p.scdn.co/mp3-preview/c46be58f34877ead8678a37da8f19f2b838b0409?cid=20390ab532e3448ea3f81b92357edf65,82,2004,https://open.spotify.com/track/61mWefnWQOLf90gepjOCb3,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.000237,0.354,252613,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,4,0.194
