track_name,artist_name,album_name,track_id,preview_url,popularity,release_date,song_url,genres,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
6.9322811854781e-310,6.93228108665073e-310,6.9322811854117e-310,6.93228108666654e-310,6.9322817775221e-310,6.9323419695824e-310,6.93228175944324e-310,6.93228116396054e-310,6.93228198351743e-310,6.9322817717008e-310,6.93228177174034e-310,6.9322817713862e-310,6.93228177153955e-310,6.93228177192374e-310,6.93234196953972e-310,6.93228177171504e-310,6.932281771587e-310,6.9323419695334e-310,6.93228177194113e-310,6.93228177188737e-310,6.93234196953814e-310,6.93228177165496e-310
20/20,Lil Tjay,20/20,4Hqh0dS4x07zuRw6eBTO7p,https://p.scdn.co/mp3-preview/72dc8c9168171e5999b9b9ec2c36b7ea54aa5740?cid=20390ab532e3448ea3f81b92357edf65,64,2020-01-01,https://open.spotify.com/track/4Hqh0dS4x07zuRw6eBTO7p,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",0.557,0.886,230448,0.336,0,4,0.0933,-12.779,1,0.239,100.044,4,0.536
440 Volt,Vishal-Shekhar,Sultan,4K1zKRQr4GzysIYelA2XUw,https://p.scdn.co/mp3-preview/b5aa07749f0e0e9ce75f01dda1a935bfb85aecf9?cid=20390ab532e3448ea3f81b92357edf65,49,2016-05-31,https://open.spotify.com/track/4K1zKRQr4GzysIYelA2XUw,"['desi pop', 'filmi', 'modern bollywood']",0.257,0.695,268121,0.717,0,6,0.0681,-7.939,1,0.0686,162.084,3,0.771
A B C D E F G H I Love You,Hariharan,Hum Saath - Saath Hain (Original Motion Picture Soundtrack),6bqIRqzCCAv0wocLlsj2xQ,https://p.scdn.co/mp3-preview/26c4ed0173d52ef21ef8e5e434f2386b479b9fde?cid=20390ab532e3448ea3f81b92357edf65,44,1999,https://open.spotify.com/track/6bqIRqzCCAv0wocLlsj2xQ,"['filmi', 'ghazal']",0.455,0.804,272483,0.726,0.000184,0,0.0819,-10.335,0,0.0521,116.071,4,0.856
FF4,Flying Lotus,Flamagra,39nSL4qbk0rsGNSVJb5TWK,https://p.scdn.co/mp3-preview/f4f91f59e1fcfc49ea58852572b2daf40238b1bb?cid=20390ab532e3448ea3f81b92357edf65,54,2019-05-24,https://open.spotify.com/track/39nSL4qbk0rsGNSVJb5TWK,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'indietronica', 'instrumental hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",0.43,0.607,71520,0.184,0.937,6,0.117,-7.69,1,0.0681,81.244,4,0.486
Abcdario,Eden Muñoz,Abcdario,0qCPD6ilr9nXkI4KVZgcns,https://p.scdn.co/mp3-preview/cffa97f5cc84817bb7199e7895a67b689d76fef6?cid=20390ab532e3448ea3f81b92357edf65,88,2023-05-13,https://open.spotify.com/track/0qCPD6ilr9nXkI4KVZgcns,"['corrido', 'nueva musica mexicana', 'sierreno']",0.783,0.703,220650,0.429,1.48e-06,8,0.113,-9.076,1,0.0308,129.034,4,0.416
Abcd -Yaariyan,Pritam,Yaariyan,6n92iq9Kni83H6IroZ3RJJ,https://p.scdn.co/mp3-preview/e6d0d62a7d58dfdee1d9acfdb3dc0550309f4252?cid=20390ab532e3448ea3f81b92357edf65,49,2013-12-09,https://open.spotify.com/track/6n92iq9Kni83H6IroZ3RJJ,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.0217,0.699,205513,0.815,0,0,0.0466,-4.282,1,0.0584,127.985,4,0.737
Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet,Raja Babu (Original Motion Picture Soundtrack),0XVLt55OFzH5qXQ9hmTHHz,https://p.scdn.co/mp3-preview/67329471fc465321a984d4b5259700f7d31aa757?cid=20390ab532e3448ea3f81b92357edf65,50,1994-01-21,https://open.spotify.com/track/0XVLt55OFzH5qXQ9hmTHHz,"['filmi', 'modern bollywood']",0.437,0.857,295840,0.938,2.56e-05,8,0.101,-5.697,0,0.0857,116.438,4,0.724
Aa Bhi Ja Aa Bhi Ja - Sur (The Melody Of Life) / Soundtrack Version,Lucky Ali,Old Bollywood Songs,5v46PImGjd8vOGUMf9eVLW,https://p.scdn.co/mp3-preview/13187d04dac1139df31bfba33e99e18d10af7e4b?cid=20390ab532e3448ea3f81b92357edf65,0,2023-05-24,https://open.spotify.com/track/5v46PImGjd8vOGUMf9eVLW,"['filmi', 'modern bollywood']",0.615,0.581,358707,0.311,0.000124,0,0.257,-13.019,1,0.0279,98.991,4,0.226
Ae Sanam Aa Bhi Ja,Mukta Shankar,Picnic Moods,0sL0Ij7DDfE0R4pWUpotOF,https://p.scdn.co/mp3-preview/fe8e07d3f0c82d328bb6740d743a4a8cef2511fe?cid=20390ab532e3448ea3f81b92357edf65,0,1989-01-01,https://open.spotify.com/track/0sL0Ij7DDfE0R4pWUpotOF,[],0.0858,0.664,227049,0.822,2.05e-06,4,0.11,-8.542,1,0.0495,114.242,4,0.48
Aa Bhi Jaa Sanam,Atif Aslam,Prince (Original Motion Picture Soundtrack),2XuP5uP8xloYNXtKY0uQEx,https://p.scdn.co/mp3-preview/fa31c86fcb6dfc4ac8e32fe05bc56e3e3c22502c?cid=20390ab532e3448ea3f81b92357edf65,51,2010-04-09,https://open.spotify.com/track/2XuP5uP8xloYNXtKY0uQEx,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.235,0.533,192840,0.68,9.28e-05,9,0.0941,-6.39,0,0.033,129.939,4,0.305
Aa Gaya Aa Gaya,Udit Narayan,Hum Tumhare Hain Sanam,6YbbKYSUxTApP8fKh5d4sW,https://p.scdn.co/mp3-preview/5524f04d4b929c86212a6d49126b0342bf3a9047?cid=20390ab532e3448ea3f81b92357edf65,38,2002-01-19,https://open.spotify.com/track/6YbbKYSUxTApP8fKh5d4sW,"['chutney', 'filmi']",0.0665,0.722,419013,0.845,2.13e-06,8,0.276,-6.264,1,0.113,127.059,4,0.466
Aa Ghar Chalein Hum,Tapas Relia,"Lakshmi: A Story of Hope, Courage, Victory (Original Motion Picture Soundtrack)",0pO4L707SKVHt9LiyCZHur,https://p.scdn.co/mp3-preview/58dbde9beeb28e83db7f3a6e26e971fb9ece110b?cid=20390ab532e3448ea3f81b92357edf65,5,2013-01-17,https://open.spotify.com/track/0pO4L707SKVHt9LiyCZHur,[],0.516,0.627,294770,0.305,0.00142,1,0.108,-12.808,1,0.0307,120.983,4,0.349
Aa Jaana Aa Jaana,Alka Yagnik,Coolie No.1 (Original Motion Picture Soundtrack),3kDgLF221NNWuSBnhsikO1,https://p.scdn.co/mp3-preview/8f343bcf710ed3943d7c1a8ddc7ccb9c88ab1750?cid=20390ab532e3448ea3f81b92357edf65,49,1995-06-30,https://open.spotify.com/track/3kDgLF221NNWuSBnhsikO1,"['filmi', 'hare krishna', 'modern bollywood']",0.714,0.678,385293,0.642,2.79e-05,9,0.112,-9.79,0,0.0632,125.973,4,0.759
Aa Jao Meri Tamanna,Javed Ali,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),30IOhjcKbULQUt66nYkUvW,https://p.scdn.co/mp3-preview/eeac7256434d75306804ca3d11d71ed6dbe95d07?cid=20390ab532e3448ea3f81b92357edf65,58,2009-11-06,https://open.spotify.com/track/30IOhjcKbULQUt66nYkUvW,"['filmi', 'modern bollywood']",0.0386,0.486,245688,0.881,0,2,0.0678,-3.795,0,0.0558,89.219,4,0.637
Aa Re Pritam Pyaare,Sajid-Wajid,Rowdy Rathore (Original Motion Picture Soundtrack),3CXHPRFNic9WOsazT4huOJ,https://p.scdn.co/mp3-preview/12fa553043e00369468d2fd070fa8852fed0031a?cid=20390ab532e3448ea3f81b92357edf65,59,2012-06-24,https://open.spotify.com/track/3CXHPRFNic9WOsazT4huOJ,"['filmi', 'modern bollywood']",0.0204,0.423,259973,0.951,0.000369,2,0.331,-1.726,1,0.118,78.78,4,0.768
Aa Tayar Hoja,Anu Malik,Asoka (Original Motion Picture Soundtrack),4mfMJpOXbMUOXiKKnbkqV2,https://p.scdn.co/mp3-preview/851c22f39aaa63a8044eb001813fec35970b525b?cid=20390ab532e3448ea3f81b92357edf65,34,2001-09-20,https://open.spotify.com/track/4mfMJpOXbMUOXiKKnbkqV2,"['filmi', 'modern bollywood']",0.629,0.833,371720,0.78,4.48e-06,10,0.108,-5.704,0,0.255,90.119,4,0.747
Aa Toh Sahi,Meet Bros.,Judwaa 2,1f3GOFy8WQ3ab4GP7c26QR,https://p.scdn.co/mp3-preview/850ed06e4a322141cd68f39fcfd03ad06e7f97d8?cid=20390ab532e3448ea3f81b92357edf65,50,2017-09-12,https://open.spotify.com/track/1f3GOFy8WQ3ab4GP7c26QR,"['desi pop', 'filmi', 'modern bollywood']",0.0679,0.737,221277,0.843,0,8,0.139,-3.309,1,0.0591,97.058,4,0.679
Aa Zara,Sunidhi Chauhan,Murder 2,42epVqODeb3JYwG8XwahPi,https://p.scdn.co/mp3-preview/669309ac36cbd562faae7cf936af589c1c39f40a?cid=20390ab532e3448ea3f81b92357edf65,57,2011-05-30,https://open.spotify.com/track/42epVqODeb3JYwG8XwahPi,"['desi pop', 'filmi', 'modern bollywood']",0.289,0.653,297401,0.814,0,10,0.128,-3.036,0,0.0316,126.02,4,0.694
Aankhein Milayenge Darr Se,Mohan Kannan,Neerja,1hQcElFh9jzZnyLPfoMI9G,https://p.scdn.co/mp3-preview/ba0ec37c575871412eab4f237adece15336176b8?cid=20390ab532e3448ea3f81b92357edf65,43,2016-02-08,https://open.spotify.com/track/1hQcElFh9jzZnyLPfoMI9G,['modern bollywood'],0.433,0.725,176750,0.703,0,5,0.0632,-4.948,1,0.0741,82.051,4,0.561
Aabaad Barbaad,Pritam,Ludo,3jxNbVmugKWFFc3YAVl0sD,https://p.scdn.co/mp3-preview/221e378866bd3271e7b06178af1a45444b7a9621?cid=20390ab532e3448ea3f81b92357edf65,70,2020-11-13,https://open.spotify.com/track/3jxNbVmugKWFFc3YAVl0sD,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.686,0.626,309103,0.522,0,7,0.41,-5.857,1,0.0317,118.001,4,0.628
Aadat,Atif Aslam,Kalyug (Original Motion Picture Soundtrack),6KUlOsfQ6N72BIu1Yl1q9y,https://p.scdn.co/mp3-preview/38c0eabe13c7bffd55c99e517cb4f17d681ec303?cid=20390ab532e3448ea3f81b92357edf65,51,2005-12-09,https://open.spotify.com/track/6KUlOsfQ6N72BIu1Yl1q9y,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.175,0.622,333740,0.746,0.000872,0,0.271,-6.551,0,0.0426,102.962,4,0.336
Aadat - Juda Hoke Bhi Piano Cover,Vikonthebeat,Aadat (Juda Hoke Bhi Piano Cover),5Q7RCL7ircZ3zmNnHj1ffq,https://p.scdn.co/mp3-preview/f4da45cbeb9afbd4f5a4182a7cbf354070e9d5f7?cid=20390ab532e3448ea3f81b92357edf65,0,2023-02-20,https://open.spotify.com/track/5Q7RCL7ircZ3zmNnHj1ffq,[],0.123,0.63,176974,0.669,0.875,10,0.0973,-10.834,0,0.0392,94.966,4,0.242
Aadha Ishq,Salim–Sulaiman,Band Baaja Baaraat,4lKuVRhrSO9le6tRbgrpKC,https://p.scdn.co/mp3-preview/078293c2c787a8fb5e5d3bd18787faad03bca0a0?cid=20390ab532e3448ea3f81b92357edf65,52,2010-03-11,https://open.spotify.com/track/4lKuVRhrSO9le6tRbgrpKC,"['filmi', 'indian folk', 'modern bollywood']",0.314,0.546,283716,0.505,2.93e-05,0,0.0971,-9.909,1,0.0873,82.917,4,0.522
"Aafat (From ""Liger"")",Tanishk Bagchi,"Aafat (From ""Liger"")",0C6G3mqMjVcIgTWbK9nFIE,https://p.scdn.co/mp3-preview/3a04fd45a0bd07b89d30621a0175462ad816634a?cid=20390ab532e3448ea3f81b92357edf65,60,2022-08-06,https://open.spotify.com/track/0C6G3mqMjVcIgTWbK9nFIE,"['desi pop', 'filmi', 'modern bollywood']",0.257,0.834,163500,0.805,0,11,0.0885,-1.684,0,0.155,119.947,4,0.433
Aafaton Ke Parinde,Amit Trivedi,Ishaqzaade,3xoxTMkVpRxSvOc4og4oJe,https://p.scdn.co/mp3-preview/affee055151bd22c157a542e451b7e15e6a2395a?cid=20390ab532e3448ea3f81b92357edf65,43,2012-04-12,https://open.spotify.com/track/3xoxTMkVpRxSvOc4og4oJe,"['desi pop', 'filmi', 'modern bollywood']",0.0222,0.581,203024,0.848,0,11,0.11,-7.219,0,0.134,155.026,4,0.416
Aahatein,Samyak Prasana,Aahatein,2vfL2OwTXZAsr2RIZF5OZF,https://p.scdn.co/mp3-preview/c97923646810f53e168d4d1ce41776cc935fe691?cid=20390ab532e3448ea3f81b92357edf65,61,2022-08-14,https://open.spotify.com/track/2vfL2OwTXZAsr2RIZF5OZF,[],0.798,0.575,229717,0.117,0,3,0.136,-15.328,1,0.0327,131.829,4,0.368
Aahista Aahista,Vishal-Shekhar,Bachna Ae Haseeno,6yrIAJ4yMPzq8Vsu1d3CXg,https://p.scdn.co/mp3-preview/c81d4dfc1db91377f635d2b6d2b5462427d2af00?cid=20390ab532e3448ea3f81b92357edf65,63,2008-07-05,https://open.spotify.com/track/6yrIAJ4yMPzq8Vsu1d3CXg,"['desi pop', 'filmi', 'modern bollywood']",0.187,0.68,291605,0.818,0.419,9,0.289,-9.144,0,0.0382,125.995,4,0.598
Aahista Aahista,Vishal-Shekhar,Bachna Ae Haseeno,6yrIAJ4yMPzq8Vsu1d3CXg,https://p.scdn.co/mp3-preview/c81d4dfc1db91377f635d2b6d2b5462427d2af00?cid=20390ab532e3448ea3f81b92357edf65,63,2008-07-05,https://open.spotify.com/track/6yrIAJ4yMPzq8Vsu1d3CXg,"['desi pop', 'filmi', 'modern bollywood']",0.187,0.68,291605,0.818,0.419,9,0.289,-9.144,0,0.0382,125.995,4,0.598
"Aahista Aahista (From ""Bachna Ae Haseeno"")",Lucky Ali,Travel Tunes,4w5gDfxjbVclwc4YFVwad7,https://p.scdn.co/mp3-preview/a5886a2d7950f166c6ef01f2252f13162eba8c61?cid=20390ab532e3448ea3f81b92357edf65,29,2019-05-10,https://open.spotify.com/track/4w5gDfxjbVclwc4YFVwad7,"['filmi', 'modern bollywood']",0.198,0.671,352078,0.834,0.477,9,0.0879,-7.936,0,0.0378,126.013,4,0.576
Billo Hai / Item Number / Mast Kalandar / Balam Pichkari / Ankh Marey / Ole Ole / Aahun Aahun (Medley),Khudgharz Official,Billo Hai / Item Number / Mast Kalandar / Balam Pichkari / Ankh Marey / Ole Ole / Aahun Aahun (Medley),5L2VQ4e4qo29g7iTmyRvni,https://p.scdn.co/mp3-preview/3505d70ab24dcfdc435e8991c2d070f8b476fbb9?cid=20390ab532e3448ea3f81b92357edf65,26,2022-07-09,https://open.spotify.com/track/5L2VQ4e4qo29g7iTmyRvni,[],0.14,0.615,312959,0.564,0,9,0.108,-6.438,0,0.122,126.465,4,0.402
Haan Main Galat,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),0MLZAgKQKHbPsJ12qHS860,https://p.scdn.co/mp3-preview/6568d1a303707688526b0eadbfea5823dc3fe3d8?cid=20390ab532e3448ea3f81b92357edf65,60,2020-02-14,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.125,0.683,218644,0.737,0.0105,0,0.103,-5.66,1,0.0502,117.996,4,0.919
Aai Paapi,Neeraj Shridhar,Kismat Konnection (Original Motion Picture Soundtrack),7Bw56mGeOVbBBWBSLg356s,https://p.scdn.co/mp3-preview/f660d00a18af89293803451e256d1f17911aba89?cid=20390ab532e3448ea3f81b92357edf65,56,2008-07-18,https://open.spotify.com/track/7Bw56mGeOVbBBWBSLg356s,"['desi pop', 'filmi', 'modern bollywood']",0.121,0.905,260053,0.952,0.00182,9,0.0441,-6.429,1,0.0566,109.972,4,0.797
Aai Paapi,Neeraj Shridhar,Kismat Konnection (Original Motion Picture Soundtrack),7Bw56mGeOVbBBWBSLg356s,https://p.scdn.co/mp3-preview/f660d00a18af89293803451e256d1f17911aba89?cid=20390ab532e3448ea3f81b92357edf65,56,2008-07-18,https://open.spotify.com/track/7Bw56mGeOVbBBWBSLg356s,"['desi pop', 'filmi', 'modern bollywood']",0.121,0.905,260053,0.952,0.00182,9,0.0441,-6.429,1,0.0566,109.972,4,0.797
Aaj Din Chadheya - Lofi,Dr LoFi,Aaj Din Chadheya (Lofi),3PHj5zJAHJrU7Iw8QgSnLV,https://p.scdn.co/mp3-preview/63110454ccd53f0ac3eaa7bf1666d38506ffefaa?cid=20390ab532e3448ea3f81b92357edf65,54,2021-12-10,https://open.spotify.com/track/3PHj5zJAHJrU7Iw8QgSnLV,['indian lo-fi'],0.537,0.427,298913,0.504,0.0192,8,0.371,-10.458,1,0.0628,73.522,4,0.107
Aaj Hai Sagaai,Jatin-Lalit,Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),38YysA3ttp5s1VjjkIkC0Q,https://p.scdn.co/mp3-preview/41fa96983afba1b9d1ba4e27b9459742b36e0089?cid=20390ab532e3448ea3f81b92357edf65,48,2000-08-04,https://open.spotify.com/track/38YysA3ttp5s1VjjkIkC0Q,"['afghan pop', 'chutney', 'classic bollywood', 'filmi']",0.469,0.388,430800,0.913,0.000392,5,0.205,-5.155,1,0.218,171.414,4,0.905
Aaj Hai Sagaai,Jatin-Lalit,Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),38YysA3ttp5s1VjjkIkC0Q,https://p.scdn.co/mp3-preview/41fa96983afba1b9d1ba4e27b9459742b36e0089?cid=20390ab532e3448ea3f81b92357edf65,48,2000-08-04,https://open.spotify.com/track/38YysA3ttp5s1VjjkIkC0Q,"['afghan pop', 'chutney', 'classic bollywood', 'filmi']",0.469,0.388,430800,0.913,0.000392,5,0.205,-5.155,1,0.218,171.414,4,0.905
Aaj Ibaadat,JHU Kranti,Revolution,1LahCe8npn1GV25Yvgi4rU,https://p.scdn.co/mp3-preview/c2e93ea02f3af6aaf2451f040c110b49cd26d938?cid=20390ab532e3448ea3f81b92357edf65,10,2020-05-08,https://open.spotify.com/track/1LahCe8npn1GV25Yvgi4rU,[],0.608,0.411,265141,0.392,0,3,0.31,-9.976,1,0.0319,112.482,1,0.263
Aaj Kal Yaad Kuch Aur Rehta Nahin,Mohammed Aziz,Nagina,3eQuJCv9uyHBQcbbors2zL,https://p.scdn.co/mp3-preview/77109243c02e0829b46927a60d45ea2bc3d77c4d?cid=20390ab532e3448ea3f81b92357edf65,50,1986-07-20,https://open.spotify.com/track/3eQuJCv9uyHBQcbbors2zL,"['classic bollywood', 'filmi']",0.913,0.486,388280,0.582,0.000149,2,0.0711,-9.304,1,0.0453,123.222,1,0.664
"Aaj Kal Zindagi (From ""Wake Up Sid "")",Shankar-Ehsaan-Loy,Best of SEL,3uhMb1xevkSqoU8re2lVOQ,https://p.scdn.co/mp3-preview/626d2d2210f993d3ffa4bf620fd74de975edda31?cid=20390ab532e3448ea3f81b92357edf65,35,2010-08-27,https://open.spotify.com/track/3uhMb1xevkSqoU8re2lVOQ,"['filmi', 'modern bollywood']",0.21,0.639,254507,0.617,0.00558,4,0.099,-8.897,1,0.0329,134.95,4,0.405
Aaj Ki Raat,Alisha Chinai,Don,4bPF3oy4JsKK1UeMMn7Byf,https://p.scdn.co/mp3-preview/e7328dbf70c99f8b0a5f8bd3050f1a27894563a8?cid=20390ab532e3448ea3f81b92357edf65,57,2006-08-31,https://open.spotify.com/track/4bPF3oy4JsKK1UeMMn7Byf,"['filmi', 'modern bollywood']",0.00992,0.738,368480,0.823,0.00627,1,0.0871,-6.966,0,0.0658,137.0,4,0.923
Aaj Ki Party,Pritam,Bajrangi Bhaijaan,1vmQPVE7vbgSZ12C8MlKX8,https://p.scdn.co/mp3-preview/42db4a235152bd307a94e711f13033d7317e664b?cid=20390ab532e3448ea3f81b92357edf65,48,2015-07-07,https://open.spotify.com/track/1vmQPVE7vbgSZ12C8MlKX8,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.196,0.556,280594,0.926,0,10,0.0451,-6.375,0,0.329,102.009,3,0.707
Aaja Teri Yaad Aayee (Remix),Lata Mangeshkar,"Hindi Retro Party Mix, Vol. 2",4ZFFPrH4Obl6TPKktH26wd,https://p.scdn.co/mp3-preview/4a0b93c8d8e7ee92398ca10b5f68c594295a6003?cid=20390ab532e3448ea3f81b92357edf65,0,2023-04-14,https://open.spotify.com/track/4ZFFPrH4Obl6TPKktH26wd,"['classic bollywood', 'filmi', 'lata']",0.00272,0.536,156000,0.856,0.0299,9,0.125,-5.676,0,0.0841,80.157,4,0.711
Dum Duma Dum,Anuradha Paudwal,Dil,5cijYdhFNfGWoN6gzT6vcn,https://p.scdn.co/mp3-preview/f45272b298f850c9483875f49e862c6424ba1184?cid=20390ab532e3448ea3f81b92357edf65,42,1990-06-22,https://open.spotify.com/track/5cijYdhFNfGWoN6gzT6vcn,"['bhajan', 'filmi', 'ghazal', 'hare krishna']",0.914,0.553,401680,0.811,0.234,9,0.17,-11.204,1,0.106,114.759,4,0.906
"Aaj Phir (From ""Hate Story 2)",Arijit Singh,Love Dose Arijit Singh,41FncNLI1u5Bc2nHRaFUh8,https://p.scdn.co/mp3-preview/542ad0ea472b49ac58366f31218b73781346a510?cid=20390ab532e3448ea3f81b92357edf65,52,2016-02-11,https://open.spotify.com/track/41FncNLI1u5Bc2nHRaFUh8,"['desi pop', 'filmi', 'modern bollywood']",0.1,0.564,261885,0.751,5.86e-06,6,0.0982,-6.802,0,0.0427,172.031,4,0.373
Aaj Sajeya,Goldie Sohel,Aaj Sajeya - Single,1Oyfarj5ipZwEup8DUM7hA,https://p.scdn.co/mp3-preview/d52d7c948f12b65a9d432dbf09587152e6e918f4?cid=20390ab532e3448ea3f81b92357edf65,57,2021-03-30,https://open.spotify.com/track/1Oyfarj5ipZwEup8DUM7hA,[],0.883,0.641,229180,0.57,0.00177,7,0.161,-10.111,1,0.0665,79.931,4,0.569
Dakku Daddy,Ishq Bector,Aye Hip Hopper Collection,3xxDNfSSLATq8BsxVNq6wY,https://p.scdn.co/mp3-preview/386579830de4e9e8ecdeb112580fd8fec77d4e17?cid=20390ab532e3448ea3f81b92357edf65,32,2008-01-01,https://open.spotify.com/track/3xxDNfSSLATq8BsxVNq6wY,[],0.025,0.876,208493,0.762,0,5,0.232,-5.452,0,0.264,100.007,4,0.657
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,Gehra Daag (Original Motion Picture Soundtrack),0L2h05Q6p51IDKTqXNAX9A,https://p.scdn.co/mp3-preview/ef9a1f719798b6e7aec3f7ae9da9e47e081d76d3?cid=20390ab532e3448ea3f81b92357edf65,1,1963-12-01,https://open.spotify.com/track/0L2h05Q6p51IDKTqXNAX9A,"['classic bollywood', 'filmi']",0.832,0.451,278491,0.501,0,10,0.132,-9.945,1,0.0316,107.913,4,0.756
Aaj Unse Milna Hai,Shaan,Prem Ratan Dhan Payo,1mO3ptpbb0XzTNIhp8CJ3D,https://p.scdn.co/mp3-preview/e24e8c2269a0dc16127b56e45feaed7ed3b1c08b?cid=20390ab532e3448ea3f81b92357edf65,58,2015-10-10,https://open.spotify.com/track/1mO3ptpbb0XzTNIhp8CJ3D,"['filmi', 'modern bollywood']",0.373,0.71,243749,0.618,0,7,0.273,-5.994,0,0.103,81.053,4,0.504
Aaj Zid,Arijit Singh,Aksar 2 (Original Motion Picture Soundtrack),1Oin5AfvdoGkd6WsCpfe7a,https://p.scdn.co/mp3-preview/5a0f83fc1cb91c30591adbe3a3c08c4b56fd54ec?cid=20390ab532e3448ea3f81b92357edf65,50,2017-11-17,https://open.spotify.com/track/1Oin5AfvdoGkd6WsCpfe7a,"['desi pop', 'filmi', 'modern bollywood']",0.849,0.576,252109,0.644,0.00217,7,0.0994,-8.037,0,0.0425,171.882,4,0.577
Aaja Tujhko Pukare Mera Pyar (Lofi),Mohammed Rafi,Retro Night Chill Mix,552HYq9kVZXwqay9nRV3ML,https://p.scdn.co/mp3-preview/43a0eb94b396e97a61ae6db06c7e442bf0a96633?cid=20390ab532e3448ea3f81b92357edf65,1,2022-11-05,https://open.spotify.com/track/552HYq9kVZXwqay9nRV3ML,"['classic bollywood', 'filmi']",0.364,0.603,140450,0.553,0.648,9,0.117,-10.698,1,0.0348,130.026,4,0.065
Aaja Aaja... Yaad Sataye,Udit Narayan,Raja Babu (Original Motion Picture Soundtrack),4GU4HQ9PIFllgYM1C0m1J9,https://p.scdn.co/mp3-preview/ad3a3fa93772edefe1075dd4ed7969dc15b41e96?cid=20390ab532e3448ea3f81b92357edf65,38,1994-01-21,https://open.spotify.com/track/4GU4HQ9PIFllgYM1C0m1J9,"['chutney', 'filmi']",0.748,0.556,419973,0.807,4e-06,0,0.359,-5.889,0,0.0777,79.395,4,0.74
Aaja Mahiya,Udit Narayan,Fiza (Original Motion Picture Soundtrack),0D0lefqSgNAAoXfuQgsRUo,https://p.scdn.co/mp3-preview/ae99f95dfcbdb2b8e1c0b2448763b0f90d6257f0?cid=20390ab532e3448ea3f81b92357edf65,54,2000-09-08,https://open.spotify.com/track/0D0lefqSgNAAoXfuQgsRUo,"['chutney', 'filmi']",0.0442,0.634,402840,0.605,0.00109,11,0.182,-10.948,0,0.0813,170.393,4,0.692
Aaja Nachle,Salim–Sulaiman,Aaja Nachle,2Bn2JQAGZzxe09jFzm1SqJ,https://p.scdn.co/mp3-preview/ddc10d7a61a5ca63aa26e807932a03969a82212b?cid=20390ab532e3448ea3f81b92357edf65,62,2007-10-18,https://open.spotify.com/track/2Bn2JQAGZzxe09jFzm1SqJ,"['filmi', 'indian folk', 'modern bollywood']",0.417,0.771,305162,0.878,6.32e-05,3,0.332,-6.879,0,0.177,120.003,4,0.84
Aaja Shaam Hone Aaee,Lata Mangeshkar,Maine Pyar Kiya (Original Motion Picture Soundtrack),58rxMpqsxedlELmyHFHIbk,https://p.scdn.co/mp3-preview/eaef4e32696da546b4e2dcca1b7485da11c1c896?cid=20390ab532e3448ea3f81b92357edf65,31,1989-12-01,https://open.spotify.com/track/58rxMpqsxedlELmyHFHIbk,"['classic bollywood', 'filmi', 'lata']",0.749,0.53,315173,0.562,5.16e-06,5,0.216,-9.393,0,0.0422,90.887,4,0.767
Aaja Soniye,Sonu Nigam,Mujhse Shaadi Karogi,6loBU3j6zvULZMIlD7n4JW,https://p.scdn.co/mp3-preview/621e15fd6ee30ca93d7a7d7b2e5cae649b2044c8?cid=20390ab532e3448ea3f81b92357edf65,48,2004-05-31,https://open.spotify.com/track/6loBU3j6zvULZMIlD7n4JW,"['filmi', 'modern bollywood']",0.204,0.473,298280,0.942,0.000469,7,0.132,-4.709,1,0.0747,90.998,4,0.793
Aankhon Aankhon,Yo Yo Honey Singh,Bhaag Johnny,78PDj0uocOvtSJCdOt65qy,https://p.scdn.co/mp3-preview/f2569f538132304d0c82541713f827ed1f869a25?cid=20390ab532e3448ea3f81b92357edf65,59,2015-08-24,https://open.spotify.com/track/78PDj0uocOvtSJCdOt65qy,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']",0.29,0.746,244831,0.988,0.00218,10,0.131,-4.565,0,0.0637,130.042,4,0.61
